iso,direct,indirect
SDN,0.4784252446894948,0.9582853867235599
SEN,0.21887931332540647,0.26783791051991557
SGP,1.174808112808912,
SLB,0.006579207254843648,0.08887376461041185
SLE,0.023085542972984204,0.4413213879529394
SLV,0.15305024851144156,0.40689330333293583
SOM,0.018718966753880427,0.7069728724677589
SRB,1.9525657646362364,0.19945320247461495
STP,0.003369848036781605,0.35901501761452437
SUR,0.040487985247065414,0.16066244626563275
SVK,0.7200279794639906,
SVN,0.3089439945281218,
SWE,0.9001147758744246,
SWZ,0.03376563192195813,0.22703728040016813
SYC,0.025390772389825938,0.37707764341496386
SYR,0.5381247458088521,1.2309593015938844
TCD,0.018287009456325595,0.618785225291731
TGO,0.06339833683991516,0.6545627839360577
THA,5.50351283638058,1.4259123357821863
TJK,0.17829757907456031,0.9504723641538249
